"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE","GRID"
"202300001516547",10/05/2023  22:43,,"AGGRAVATED ASSAULT","21XX N 83RD AVE","85035","OTHER","BD09"
"202300001517154",10/05/2023  23:30,10/06/2023  02:30,"MOTOR VEHICLE THEFT","32XX W GARFIELD ST","85009","STREET / ROADWAY / SIDEWALK","BB21"
"202300001516735",10/05/2023  23:39,,"AGGRAVATED ASSAULT","162XX N 7TH ST","85022","PARKING LOT","DG28"
"202300001516744",10/05/2023  23:45,10/05/2023  23:45,"MOTOR VEHICLE THEFT","46XX E SOUTHERN AVE","85040","PARKING LOT","AD38"
"202300001516767",10/05/2023  23:54,,"ROBBERY","16XX N BLACK CANYON AC","85009","HOTEL / MOTEL","BD23B"
"202300001519275",10/06/2023  00:00,,"LARCENY-THEFT","29XX E SALTSAGE DR","85048","GROUP HOME","JD34"
"202300001523326",10/06/2023  00:00,10/07/2023  07:00,"LARCENY-THEFT","5XX W MULBERRY DR","85013","STREET / ROADWAY / SIDEWALK","BF27"
"202300001521421",10/06/2023  00:00,,"AGGRAVATED ASSAULT","36XX E VERDE LN","85018","APARTMENT","BF36"
"202300001521010",10/06/2023  00:00,,"DRUG OFFENSE","37XX E POLK ST","85008","STREET / ROADWAY / SIDEWALK","BB36"
"202300001528649",10/06/2023  00:00,10/06/2023  00:00,"MOTOR VEHICLE THEFT","71XX N 19TH AVE","85021","PARKING LOT","CD25"
"202300001517194",10/06/2023  00:00,,"DRUG OFFENSE","67XX W MCDOWELL RD","85035","STREET / ROADWAY / SIDEWALK","BD12"
"202300001520000",10/06/2023  00:00,10/06/2023  00:00,"DRUG OFFENSE","35XX W GLENDALE AVE","85019","OTHER","CC20"
"202300001524592",10/06/2023  00:00,10/07/2023  12:00,"LARCENY-THEFT","39XX W CAMELBACK RD","85019","RETAIL BUSINESS","BJ19"
"202300001532539",10/06/2023  00:00,10/09/2023  00:00,"LARCENY-THEFT","36XX W THOMAS RD","85019","OTHER","BF20"
"202300001523421",10/06/2023  00:00,10/07/2023  07:56,"MOTOR VEHICLE THEFT","88XX N 13TH ST","85020","APARTMENT","CG30"
"202300001520092",10/06/2023  00:00,10/06/2023  00:00,"DRUG OFFENSE","82XX N 19TH DR","85021","APARTMENT","CF24"
"202300001519902",10/06/2023  00:00,,"LARCENY-THEFT","4XX S 5TH AVE","85003","CONSTRUCTION SITE","AJ27"
"202300001539647",10/06/2023  00:00,,"LARCENY-THEFT","31XX N CENTRAL AVE","85012","PARKING GARAGE","BF28"
"202300001517295",10/06/2023  00:00,,"LARCENY-THEFT","70XX W INDIAN SCHOOL RD","85033","VEHICLE","BG12"
"202300001517144",10/06/2023  00:00,,"MOTOR VEHICLE THEFT","34XX W DUNLAP AVE","85051","UNKNOWN","CH21"
"202300001524401",10/06/2023  00:00,10/07/2023  12:25,"LARCENY-THEFT","16XX E THOMAS RD","85006","UNKNOWN","BE31"
"202300001520737",10/06/2023  00:12,10/06/2023  09:00,"MOTOR VEHICLE THEFT","42XX N 35TH AVE","85017","APARTMENT","BH21"
"202300001516881",10/06/2023  00:36,10/06/2023  00:36,"LARCENY-THEFT","154XX S 45TH ST","85044","STREET / ROADWAY / SIDEWALK","JB38"
"202300001517866",10/06/2023  00:45,10/06/2023  07:40,"LARCENY-THEFT","5XX E WILLETTA ST","85004","FENCED RESIDENTIAL YARD","BC28A"
"202300001516953",10/06/2023  01:10,,"MOTOR VEHICLE THEFT","50XX E WARNER RD","85044","CONVENIENCE MARKET / STORE","IG39"
"202300001518664",10/06/2023  01:57,,"LARCENY-THEFT","56XX N 105TH LN","85307","VEHICLE","CA03"
"202300001518351",10/06/2023  02:00,10/06/2023  09:00,"MOTOR VEHICLE THEFT","172XX N 19TH AVE","85023","APARTMENT","DH25"
"202300001517273",10/06/2023  02:17,,"LARCENY-THEFT","38XX E SKY HARBOR BLVD","85034","AIRPORT","AI36"
"202300001524498",10/06/2023  03:00,10/07/2023  12:54,"MOTOR VEHICLE THEFT","4XX E EARLL DR","85012","STREET / ROADWAY / SIDEWALK","BF28"
"202300001518505",10/06/2023  03:00,,"LARCENY-THEFT","33XX N 7TH AVE","85013","PARKING LOT","BF27"
"202300001517206",10/06/2023  03:00,,"MOTOR VEHICLE THEFT","17XX W TUCKEY LN","85015","STREET / ROADWAY / SIDEWALK","CC25"
"202300001517557",10/06/2023  03:45,,"LARCENY-THEFT","59XX W HOLLY ST","85035","VEHICLE","BD14"
"202300001517952",10/06/2023  03:50,,"BURGLARY","47XX N CENTRAL AVE","85013","CONDO / TOWNHOUSE","BI27"
"202300001517371",10/06/2023  04:00,,"MOTOR VEHICLE THEFT","9XX E BROADWAY RD","85040","ALLEY","AF29"
"202300001518847",10/06/2023  04:40,10/06/2023  11:20,"LARCENY-THEFT","XX E WASHINGTON ST","85004","PARKING GARAGE","BA28"
"202300001517412",10/06/2023  05:18,,"DRUG OFFENSE","98XX N 18TH AVE","85021","APARTMENT","CI25"
"202300001517531",10/06/2023  05:30,,"BURGLARY","29XX E MUIRWOOD DR","85048","SINGLE FAMILY HOUSE","JC34"
"202300001538445",10/06/2023  05:40,,"LARCENY-THEFT","134XX N 59TH PL","85254","SINGLE FAMILY HOUSE","DC41"
"202300001517455",10/06/2023  05:41,,"DRUG OFFENSE","N 19TH AVE & W DUNLAP AVE","85021","BUS STOP","CH25"
"202300001523885",10/06/2023  06:00,,"LARCENY-THEFT","30XX E MOHAWK LN","85050","STREET / ROADWAY / SIDEWALK","EB34A"
"202300001517706",10/06/2023  06:07,,"LARCENY-THEFT","8XX E EDGEMONT AVE","85006","STOREROOM/SHED (COMMERCIAL)","BE29"
"202300001517799",10/06/2023  07:00,10/06/2023  07:30,"BURGLARY","40XX W IRWIN AVE","85041","SINGLE FAMILY HOUSE","AB19"
"202300001518293",10/06/2023  07:00,,"AGGRAVATED ASSAULT","7XX E PORTLAND ST","85006","SINGLE FAMILY HOUSE","BC29B"
"202300001517666",10/06/2023  07:00,10/06/2023  07:04,"DRUG OFFENSE","94XX S 10TH AVE","85041","SINGLE FAMILY HOUSE","ID26"
"202300001517745",10/06/2023  07:09,,"LARCENY-THEFT","28XX N 75TH AVE","85035","CONVENIENCE MARKET / STORE","BE10"
"202300001517766",10/06/2023  07:25,10/06/2023  07:25,"DRUG OFFENSE","68XX N 43RD AVE","85019","STREET / ROADWAY / SIDEWALK","CC19"
"202300001517648",10/06/2023  07:30,,"LARCENY-THEFT","109XX W MINNEZONA AVE","85037","STREET / ROADWAY / SIDEWALK","BI02"
"202300001548415",10/06/2023  08:00,10/08/2023  08:00,"LARCENY-THEFT","11XX E HATCHER RD","85020","OTHER","CH29"
"202300001526330",10/06/2023  08:00,10/07/2023  08:00,"LARCENY-THEFT","66XX S 48TH LN","85339","SINGLE FAMILY HOUSE","AC17"
"202300001518216",10/06/2023  09:15,10/06/2023  09:15,"AGGRAVATED ASSAULT","2XX E MONTEREY WAY","85012","PARKING LOT","BF28"
"202300001518275",10/06/2023  09:20,,"LARCENY-THEFT","9XX N 1ST ST","85004","RESTAURANT","BB28"
"202300001533699",10/06/2023  10:00,10/09/2023  10:30,"BURGLARY","14XX E BETHANY HOME RD","85014","CONDO / TOWNHOUSE","CB30"
"202300001526035",10/06/2023  10:00,10/06/2023  18:00,"LARCENY-THEFT","66XX S 48TH LN","85339","SINGLE FAMILY HOUSE","AC17"
"202300001518687",10/06/2023  10:06,,"LARCENY-THEFT","23XX E INDIAN SCHOOL RD","85016","SPECIALTY STORE","BH32"
"202300001518457",10/06/2023  10:13,,"LARCENY-THEFT","52XX N 17TH AVE","85015","VEHICLE","BJ25"
"202300001518719",10/06/2023  10:54,,"LARCENY-THEFT","E EARLL DR & N 3RD ST","85012","GARAGE","BF28"
"202300001518717",10/06/2023  10:57,,"AGGRAVATED ASSAULT","38XX N MARYVALE PKWY","85031","APARTMENT","BG16"
"202300001518790",10/06/2023  11:00,,"LARCENY-THEFT","48XX W VAN BUREN ST","85043","SPECIALTY STORE","BA17"
"202300001518816",10/06/2023  11:15,,"LARCENY-THEFT","3XX N 24TH ST","85006","OTHER","BB32"
"202300001519223",10/06/2023  11:30,,"LARCENY-THEFT","35XX W THOMAS RD","85019","VEHICLE","BF20"
"202300001518897",10/06/2023  11:35,10/06/2023  11:35,"DRUG OFFENSE","47XX N 19TH AVE","85015","BUS STOP","BI25"
"202300001518930",10/06/2023  11:42,,"AGGRAVATED ASSAULT","25XX W CACTUS RD","85029","APARTMENT","DA23"
"202300001518938",10/06/2023  11:45,10/06/2023  11:45,"LARCENY-THEFT","24XX E CAMELBACK RD","85016","DEPARTMENT / DISCOUNT STORE","BJ33"
"202300001529138",10/06/2023  12:00,,"MOTOR VEHICLE THEFT","N 61ST LN & W ROOSEVELT ST","85043","PARKING LOT","BB14"
"202300001519589",10/06/2023  12:03,10/06/2023  12:22,"LARCENY-THEFT","74XX W VIRGINIA AVE","85035","RETAIL BUSINESS","BE11"
"202300001519719",10/06/2023  12:08,10/06/2023  14:15,"ARSON","31XX W BUCKEYE RD","85009",,"AI21"
"202300001519096",10/06/2023  12:13,,"RAPE","84XX W VIRGINIA AVE","85037","APARTMENT","BE08"
"202300001519112",10/06/2023  12:21,10/06/2023  12:21,"LARCENY-THEFT","61XX N 35TH AVE","85017","RETAIL BUSINESS","CB21"
"202300001519401",10/06/2023  12:30,10/06/2023  13:00,"LARCENY-THEFT","30XX E GRANADA RD","85008","APARTMENT","BD34"
"202300001519216",10/06/2023  12:35,10/06/2023  12:44,"LARCENY-THEFT","16XX W CAMELBACK RD","85015","DEPARTMENT / DISCOUNT STORE","BI25"
"202300001519210",10/06/2023  12:40,,"LARCENY-THEFT","25XX W VAN BUREN ST","85009","DEPARTMENT / DISCOUNT STORE","BB23"
"202300001519211",10/06/2023  12:42,10/06/2023  12:42,"AGGRAVATED ASSAULT","41XX W FLOWER ST","85019","SINGLE FAMILY HOUSE","BF19"
"202300001519327",10/06/2023  12:45,,"LARCENY-THEFT","18XX N 25TH PL","85008","SINGLE FAMILY HOUSE","BD33"
"202300001519328",10/06/2023  12:56,10/06/2023  13:11,"LARCENY-THEFT","N 35TH AVE & W ROOSEVELT ST","85009","VEHICLE","BB21"
"202300001532754",10/06/2023  13:30,10/09/2023  05:00,"BURGLARY","36XX W GLENDALE AVE","85051","RETAIL BUSINESS","CD20"
"202300001539498",10/06/2023  13:31,,"LARCENY-THEFT","7XX E BELL RD","85022","DEPARTMENT / DISCOUNT STORE","DG29"
"202300001519455",10/06/2023  13:41,10/06/2023  13:41,"LARCENY-THEFT","21XX E BASELINE RD","85042","DEPARTMENT / DISCOUNT STORE","AB32"
"202300001519493",10/06/2023  13:43,,"AGGRAVATED ASSAULT","8XX N 18TH ST","85006","STREET / ROADWAY / SIDEWALK","BB31"
"202300001519518",10/06/2023  13:53,,"LARCENY-THEFT","35XX W NORTHERN AVE","85051","RETAIL BUSINESS","CF20"
"202300001519828",10/06/2023  14:00,,"LARCENY-THEFT","60XX E CAMELBACK RD","85251","HOTEL / MOTEL","BJ42"
"202300001540983",10/06/2023  14:00,10/10/2023  07:00,"LARCENY-THEFT","3XX S 55TH AVE","85043","STREET / ROADWAY / SIDEWALK","BA15"
"202300001525299",10/06/2023  14:00,10/06/2023  16:40,"LARCENY-THEFT","11XX E BERYL AVE","85020","DEPARTMENT / DISCOUNT STORE","CI29"
"202300001520007",10/06/2023  14:00,,"LARCENY-THEFT","60XX E CAMELBACK RD","85251","HOTEL / MOTEL","BJ42"
"202300001521017",10/06/2023  14:30,10/06/2023  15:20,"RAPE","8XX N 30TH ST","85008","APARTMENT","BB34"
"202300001520159",10/06/2023  14:30,,"MOTOR VEHICLE THEFT","20XX N 32ND ST","85008","APARTMENT","BD34"
"202300001539271",10/06/2023  15:00,10/10/2023  11:30,"LARCENY-THEFT","22XX N CENTRAL AVE","85003","PARKING LOT","BD27"
"202300001532986",10/06/2023  15:00,10/09/2023  06:30,"BURGLARY","68XX W GABY RD","85043","SINGLE FAMILY HOUSE","AE12"
"202300001525566",10/06/2023  15:00,10/07/2023  05:15,"MOTOR VEHICLE THEFT","174XX N 7TH ST","85022","APARTMENT","DH29"
"202300001534844",10/06/2023  15:00,10/08/2023  00:00,"MOTOR VEHICLE THEFT","70XX W GARFIELD ST","85043","STREET / ROADWAY / SIDEWALK","BB12"
"202300001519966",10/06/2023  15:15,10/06/2023  15:18,"DRUG OFFENSE","36XX W BUCKEYE RD","85009","STREET / ROADWAY / SIDEWALK","AJ20"
"202300001520090",10/06/2023  15:36,10/06/2023  15:36,"LARCENY-THEFT","27XX W GLENDALE AVE","85051","RETAIL BUSINESS","CD22"
"202300001520146",10/06/2023  15:43,,"LARCENY-THEFT","20XX E BASELINE RD","85042","SHOPPING MALL","AB32"
"202300001532478",10/06/2023  16:00,10/08/2023  06:47,"LARCENY-THEFT","44XX E BASELINE RD","85042","PARKING LOT","IB38"
"202300001524840",10/06/2023  16:00,,"MOTOR VEHICLE THEFT","40XX W YORKSHIRE DR","85308","STREET / ROADWAY / SIDEWALK","DJ19"
"202300001520335",10/06/2023  16:18,10/06/2023  16:18,"RAPE","11XX E MCDOWELL RD","85006","PARK / PLAYGROUND","BC29A"
"202300001533511",10/06/2023  16:30,10/09/2023  06:30,"BURGLARY","27XX E OSBORN RD","85016","CONSTRUCTION SITE","BG33"
"202300001520423",10/06/2023  16:37,,"AGGRAVATED ASSAULT","16XX W PIERSON ST","85015","APARTMENT","BI25"
"202300001540583",10/06/2023  17:00,10/10/2023  06:00,"MOTOR VEHICLE THEFT","91XX W ROMA AVE","85037","GROUP HOME","BH06"
"202300001532322",10/06/2023  17:00,,"LARCENY-THEFT","40XX S 22ND ST","85040","OFFICE / COMMERCIAL BUILDING","AF32"
"202300001520636",10/06/2023  17:17,,"ROBBERY","45XX E THOMAS RD","85008","DEPARTMENT / DISCOUNT STORE","BE38"
"202300001520938",10/06/2023  17:20,,"LARCENY-THEFT","24XX E BASELINE RD","85042","GROCERY / SUPER MARKET","IB33"
"202300001520670",10/06/2023  17:23,,"DRUG OFFENSE","N 19TH AVE & W CAMELBACK RD","85015","BUS STOP","BI25"
"202300001554383",10/06/2023  17:29,,"LARCENY-THEFT","210XX N TATUM BLVD","85054","SPECIALTY STORE","EC39"
"202300001523240",10/06/2023  17:39,,"LARCENY-THEFT","74XX S 7TH AVE","85041","GAS / SERVICE STATION","AB26"
"202300001520806",10/06/2023  17:54,,"LARCENY-THEFT","N 19TH AVE & W DUNLAP AVE","85021","STREET / ROADWAY / SIDEWALK","CH25"
"202300001524105",10/06/2023  18:00,10/07/2023  11:10,"BURGLARY","210XX N 56TH ST","85054","APARTMENT","EC41"
"202300001533389",10/06/2023  18:00,10/09/2023  09:00,"LARCENY-THEFT","3XX E MARICOPA AC","85004","SPECIALTY STORE","AI28"
"202300001544172",10/06/2023  18:15,10/07/2023  00:00,"LARCENY-THEFT","67XX W POLK ST","85043","DRIVEWAY","BB12"
"202300001521128",10/06/2023  19:00,,"DRUG OFFENSE","41XX N LONGVIEW AVE","85014","STREET / ROADWAY / SIDEWALK","BH30"
"202300001523316",10/06/2023  19:00,10/07/2023  06:30,"MOTOR VEHICLE THEFT","19XX W THUNDERBIRD RD","85023","APARTMENT","DD24"
"202300001521758",10/06/2023  19:00,10/06/2023  21:00,"MOTOR VEHICLE THEFT","56XX E CALLE TUBERIA","85018","DRIVEWAY","BH41"
"202300001521263",10/06/2023  19:15,,"AGGRAVATED ASSAULT","76XX S 24TH ST","85042","FAST FOOD STORE","IB32"
"202300001521248",10/06/2023  19:20,,"LARCENY-THEFT","39XX E THOMAS RD","85008","SPECIALTY STORE","BE36"
"202300001525886",10/06/2023  19:30,10/07/2023  18:15,"MOTOR VEHICLE THEFT","40XX W BELL RD","85053","PARKING LOT","DG19"
"202300001530780",10/06/2023  19:35,10/08/2023  00:00,"MOTOR VEHICLE THEFT","4XX E EARLL DR","85012","PARKING LOT","BF28"
"202300001521290",10/06/2023  19:36,10/06/2023  19:37,"DRUG OFFENSE","N 19TH AVE & W NORTHERN AVE","85021","PARKING LOT","CF25"
"202300001521358",10/06/2023  19:52,10/06/2023  19:52,"AGGRAVATED ASSAULT","72XX W VINEYARD RD","85339","PARK / PLAYGROUND","AC11"
"202300001521398",10/06/2023  19:55,,"LARCENY-THEFT","102XX N METRO PKWY W","85051","RETAIL BUSINESS","CI22"
"202300001528936",10/06/2023  20:00,10/07/2023  19:00,"MOTOR VEHICLE THEFT","36XX N CENTRAL AVE","85012","GARAGE","BG28"
"202300001523688",10/06/2023  20:00,10/07/2023  07:47,"LARCENY-THEFT","54XX W INDIAN SCHOOL RD","85031","VEHICLE","BH16"
"202300001521409",10/06/2023  20:03,10/06/2023  20:03,"MOTOR VEHICLE THEFT","142XX N 51ST AVE","85306","PARKING LOT","DD17"
"202300001521451",10/06/2023  20:14,10/06/2023  20:14,"MOTOR VEHICLE THEFT","174XX N 14TH ST","85022","SINGLE FAMILY HOUSE","DH30"
"202300001521541",10/06/2023  20:15,10/06/2023  20:30,"LARCENY-THEFT","90XX N 29TH AVE","85051","RETAIL BUSINESS","CH22"
"202300001521458",10/06/2023  20:16,,"DRUG OFFENSE","47XX E MCDOWELL RD","85008","STREET / ROADWAY / SIDEWALK","BD38"
"202300001524047",10/06/2023  21:00,10/07/2023  10:00,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","PARKING LOT","EB21"
"202300001523210",10/06/2023  21:00,10/07/2023  05:40,"MOTOR VEHICLE THEFT","25XX W GLENROSA AVE","85017","APARTMENT","BH23B"
"202300001523395",10/06/2023  21:00,10/07/2023  07:44,"MOTOR VEHICLE THEFT","60XX N 11TH AVE","85013","SINGLE FAMILY HOUSE","CB26"
"202300001524093",10/06/2023  21:00,10/07/2023  09:00,"MOTOR VEHICLE THEFT","160XX N 48TH DR","85306","DRIVEWAY","DF17"
"202300001523293",10/06/2023  21:00,10/07/2023  06:00,"LARCENY-THEFT","25XX W GLENROSA AVE","85017","APARTMENT","BH23B"
"202300001521804",10/06/2023  21:25,10/06/2023  21:28,"LARCENY-THEFT","67XX W LATHAM ST","85043","GAS / SERVICE STATION","BC12B"
"202300001523557",10/06/2023  21:30,10/07/2023  08:00,"MOTOR VEHICLE THEFT","8XX E TOWNLEY AVE","85020","STREET / ROADWAY / SIDEWALK","CG29"
"202300001521836",10/06/2023  21:36,,"AGGRAVATED ASSAULT","61XX N 7TH ST","85014","MEDICAL OFFICE","CB29"
"202300001523855",10/06/2023  22:00,10/07/2023  06:00,"MOTOR VEHICLE THEFT","140XX N BLACK CANYON AC","85053","PARKING LOT","DD22"
"202300001526494",10/06/2023  22:00,10/07/2023  09:00,"MOTOR VEHICLE THEFT","88XX N 8TH ST","85020","APARTMENT","CG29"
"202300001521962",10/06/2023  22:00,,"AGGRAVATED ASSAULT","48XX N 19TH AVE","85015","APARTMENT","BI24"
"202300001522046",10/06/2023  22:22,,"DRUG OFFENSE","27XX W NORTHERN AVE","85051","PARKING LOT","CF22"
"202300001522068",10/06/2023  22:29,,"AGGRAVATED ASSAULT","51XX W BASELINE RD","85339","GAS / SERVICE STATION","AB16"
"202300001522081",10/06/2023  22:30,,"LARCENY-THEFT","32XX E THOMAS RD","85018","GAS / SERVICE STATION","BF35"
"202300001524353",10/06/2023  22:30,10/07/2023  09:40,"MOTOR VEHICLE THEFT","25XX W VILLA RITA DR","85023","STREET / ROADWAY / SIDEWALK","DI23A"
"202300001522145",10/06/2023  22:43,,"ROBBERY","N 67TH AVE & W THOMAS RD","85033","PARKING LOT","BE12"
"202300001522194",10/06/2023  22:55,,"BURGLARY","55XX W MONTEROSA ST","85031","SINGLE FAMILY HOUSE","BH15"
"202300001524978",10/06/2023  23:00,10/07/2023  11:00,"MOTOR VEHICLE THEFT","85XX W MCDOWELL RD","85037","PARKING LOT","BD08"
"202300001522647",10/06/2023  23:00,10/07/2023  01:00,"MOTOR VEHICLE THEFT","176XX N 9TH ST","85022","STREET / ROADWAY / SIDEWALK","DH29"
"202300001523565",10/06/2023  23:00,10/07/2023  06:00,"MOTOR VEHICLE THEFT","35XX W NORTHERN AVE","85051","PARKING LOT","CE20"
"202300001522798",10/06/2023  23:08,10/07/2023  02:28,"AGGRAVATED ASSAULT","17XX W DESERT COVE AVE","85029","SINGLE FAMILY HOUSE","CJ25"
"202300001528629",10/06/2023  23:30,10/08/2023  09:30,"MOTOR VEHICLE THEFT","204XX N 19TH AVE","85027","APARTMENT","EB25"
"202300001522283",10/06/2023  23:31,10/06/2023  23:31,"AGGRAVATED ASSAULT","40XX W OSBORN RD","85019","APARTMENT","BG19"
"202300001523296",10/07/2023  00:00,10/07/2023  06:00,"MOTOR VEHICLE THEFT","46XX E ONYX AVE","85028","DRIVEWAY","CI38"
"202300001525701",10/07/2023  00:00,,"MOTOR VEHICLE THEFT","26XX N 45TH AVE","85035","APARTMENT","BE18"
"202300001522583",10/07/2023  00:00,10/07/2023  01:00,"BURGLARY","33XX N 19TH AVE","85015","DEPARTMENT / DISCOUNT STORE","BF25"
"202300001526895",10/07/2023  00:00,,"AGGRAVATED ASSAULT","21XX E MOBILE LN","85040","SINGLE FAMILY HOUSE","AE32"
"202300001522919",10/07/2023  00:00,,"DRUG OFFENSE","10XX N 32ND ST","85008","PARKING LOT","BC34B"
"202300001538941",10/07/2023  00:00,10/08/2023  00:00,"MOTOR VEHICLE THEFT","2XX E CODY DR","85040","STREET / ROADWAY / SIDEWALK","AE28"
"202300001522699",10/07/2023  00:00,,"LARCENY-THEFT","38XX W ROSE LN","85019","SINGLE FAMILY HOUSE","CB20"
"202300001539784",10/07/2023  00:00,10/08/2023  00:00,"MOTOR VEHICLE THEFT","83XX W SELLS DR","85037","SINGLE FAMILY HOUSE","BH08"
"202300001532474",10/07/2023  00:00,10/09/2023  00:00,"BURGLARY","30XX N 35TH AVE","85017","OTHER","BF21"
"202300001524347",10/07/2023  00:00,10/07/2023  12:11,"LARCENY-THEFT","27XX E HIGHLAND AVE","85016","FENCED RESIDENTIAL YARD","BI33"
"202300001525650",10/07/2023  00:00,,"DRUG OFFENSE","34XX W GLENDALE AVE","85051","STREET / ROADWAY / SIDEWALK","CD21"
"202300001532330",10/07/2023  00:00,,"MOTOR VEHICLE THEFT","35XX W LOWER BUCKEYE RD","85009","INDUSTRIAL SITE","AH20"
"202300001525317",10/07/2023  00:00,,"RAPE","33XX N 63RD AVE","85033","UNKNOWN","BF13"
"202300001526002",10/07/2023  00:00,10/07/2023  00:00,"AGGRAVATED ASSAULT","21XX S 102ND LN","85353","SINGLE FAMILY HOUSE","AH04"
"202300001522851",10/07/2023  00:00,,"DRUG OFFENSE","N 75TH AVE & W MCDOWELL RD","85043","STREET / ROADWAY / SIDEWALK","BC11A"
"202300001533564",10/07/2023  00:00,10/09/2023  00:00,"BURGLARY","42XX W CARMEN ST","85339","CONSTRUCTION SITE","ID19"
"202300001532992",10/07/2023  00:00,10/09/2023  00:00,"BURGLARY","67XX W GABY RD","85043","CONSTRUCTION SITE","AE12"
"202300001524135",10/07/2023  00:00,10/07/2023  00:00,"BURGLARY","7XX W MONTECITO AVE","85013","RESTAURANT","BH26"
"202300001525145",10/07/2023  00:00,,"MOTOR VEHICLE THEFT","7XX E UNION HILLS DR","85024","PARKING LOT","DJ29"
"202300001523940",10/07/2023  00:00,,"AGGRAVATED ASSAULT","17XX W MISSOURI AVE","85015","PARKING GARAGE","CA25"
"202300001523355",10/07/2023  00:00,10/07/2023  07:25,"MOTOR VEHICLE THEFT","33XX N 7TH ST","85012","STREET / ROADWAY / SIDEWALK","BF28"
"202300001524944",10/07/2023  00:00,,"LARCENY-THEFT","27XX W PEORIA AVE","85029","RETAIL BUSINESS","CJ22"
"202300001527908",10/07/2023  00:00,,"MOTOR VEHICLE THEFT","16XX E UNION HILLS DR","85024","UNKNOWN","DJ31"
"202300001526306",10/07/2023  00:00,,"AGGRAVATED ASSAULT","49XX W THOMAS RD","85035","APARTMENT","BE17"
"202300001522404",10/07/2023  00:06,10/07/2023  00:06,"AGGRAVATED ASSAULT","38XX W MCDOWELL RD","85009","APARTMENT","BD20"
"202300001522492",10/07/2023  00:33,,"AGGRAVATED ASSAULT","16XX E BELL RD","85022","RESTAURANT","DG31"
"202300001522575",10/07/2023  00:57,,"LARCENY-THEFT","184XX N 19TH AVE","85023","VEHICLE","DI24"
"202300001524564",10/07/2023  01:00,10/07/2023  01:30,"AGGRAVATED ASSAULT","69XX W MCDOWELL RD","85043","APARTMENT","BC12A"
"202300001523805",10/07/2023  01:00,10/07/2023  09:50,"MOTOR VEHICLE THEFT","40XX W MONTEBELLO AVE","85019","SINGLE FAMILY HOUSE","CA19"
"202300001522915",10/07/2023  01:00,10/07/2023  01:30,"AGGRAVATED ASSAULT","16XX E BROADWAY RD","85040","COMMUNITY CENTER","AF31"
"202300001524612",10/07/2023  01:00,10/07/2023  13:00,"MOTOR VEHICLE THEFT","55XX W MCDOWELL RD","85043","PARKING LOT","BC15A"
"202300001524244",10/07/2023  01:00,10/07/2023  02:00,"LARCENY-THEFT","9XX W SHERMAN ST","85007","PARKING LOT","AJ26"
"202300001523414",10/07/2023  01:43,10/07/2023  01:45,"BURGLARY","35XX W NORTHERN AVE","85051","SPECIALTY STORE","CE20"
"202300001522790",10/07/2023  02:34,,"LARCENY-THEFT","E ADAMS ST & N 2ND ST","85004","PARKING GARAGE","BA28"
"202300001524483",10/07/2023  02:34,10/07/2023  04:56,"LARCENY-THEFT","26XX W CAMELBACK RD","85017","AUTO DEALERSHIP NEW/USED","BI23B"
"202300001522866",10/07/2023  03:00,10/07/2023  03:08,"DRUG OFFENSE","107XX W INDIAN SCHOOL RD","85037","PARKING LOT",
"202300001523103",10/07/2023  04:30,,"LARCENY-THEFT","25XX W NORTHERN AVE","85051","STREET / ROADWAY / SIDEWALK","CF23B"
"202300001523261",10/07/2023  06:24,,"DRUG OFFENSE","E ROCKWOOD DR & N 20TH ST","85024","VEHICLE","DJ31"
"202300001523397",10/07/2023  07:48,,"DRUG OFFENSE","E OSBORN RD & N 19TH ST","85016","VEHICLE","BG31A"
"202300001533971",10/07/2023  08:00,10/09/2023  09:00,"BURGLARY","12XX E MISSION LN","85020","SINGLE FAMILY HOUSE","CH30"
"202300001523481",10/07/2023  08:00,,"AGGRAVATED ASSAULT","22XX N 44TH ST","85008","CONVENIENCE MARKET / STORE","BD38"
"202300001523490",10/07/2023  08:00,10/07/2023  08:00,"MOTOR VEHICLE THEFT","32XX W PALO VERDE DR","85017","STREET / ROADWAY / SIDEWALK","CA21"
"202300001533177",10/07/2023  09:00,10/08/2023  09:00,"LARCENY-THEFT","27XX S 45TH AVE","85043","FENCED COMMERCIAL YARD","AH18"
"202300001523549",10/07/2023  09:00,,"LARCENY-THEFT","41XX E MCDOWELL RD","85008","MOBILE HOME","BC37"
"202300001523571",10/07/2023  09:01,10/07/2023  09:01,"AGGRAVATED ASSAULT","13XX E VISTA AVE","85020","GROUP HOME","CE30"
"202300001523666",10/07/2023  09:28,,"AGGRAVATED ASSAULT","34XX N 35TH AVE","85017","BUS STOP","BG21B"
"202300001523690",10/07/2023  09:30,,"AGGRAVATED ASSAULT","46XX W SIERRA ST","85304","SINGLE FAMILY HOUSE","DA18"
"202300001523752",10/07/2023  09:40,10/07/2023  09:49,"DRUG OFFENSE","36XX W BUCKEYE RD","85009","PARKING LOT","AJ20"
"202300001523731",10/07/2023  09:41,,"AGGRAVATED ASSAULT","N 43RD AVE & W HUBBELL ST","85035","PARK / PLAYGROUND","BD18"
"202300001523900",10/07/2023  10:21,,"ROBBERY","3XX E INDIAN SCHOOL RD","85012","PARK / PLAYGROUND","BH28"
